ticket_id,created_at,resolved_at,status,priority,category,channel,sla_target_hours,customer_id,agent_id,branch_code
T00229,2024-10-30 15:13:00,2024-10-31 09:42:39,Resolved,High,Payments,Email,24,C13744,A029,LA-ASU
T00230,2024-10-31 18:12:00,2024-11-01 02:49:38,Resolved,Low,Tech Issue,Chat,72,C10224,A044,ME-SAN
T00231,2024-01-01 15:56:00,,Open,Medium,Delivery,Chat,48,C14620,A009,ME-MEN
T00232,2025-06-02 23:51:00,2025-06-04 22:20:59,Resolved,Medium,Tech Issue,Phone,48,C11155,A060,AM-GBA
T00233,2025-07-18 10:19:00,2025-07-18 18:47:54,Resolved,Medium,Payments,Chat,48,C13703,A057,LA-MON
T00234,2025-03-09 21:08:00,2025-03-10 16:30:31,Resolved,Low,Login,App,72,C11534,A026,SA-ROS
T00235,2025-08-15 03:40:00,2025-08-16 13:29:10,Resolved,Low,Tech Issue,Chat,72,C10720,A036,SA-RAF
T00236,2025-05-14 10:16:00,2025-05-15 20:08:32,Resolved,Medium,Delivery,Email,48,C11410,A006,AM-CAB
T00237,2025-04-22 19:08:00,2025-04-23 15:10:51,Resolved,Medium,Payments,Email,48,C14823,A019,ME-SAN
T00238,2024-09-26 22:59:00,2024-09-27 04:15:16,Resolved,Medium,Other,App,48,C11803,A035,LA-ASU
T00239,2024-04-27 01:13:00,2024-04-27 22:28:26,Resolved,Medium,Delivery,Phone,48,C12796,A025,CÓ-RÍO
T00240,2024-02-29 12:32:00,,Open,Medium,Payments,Email,48,C10547,A022,LA-MON
T00241,2024-11-23 22:40:00,2024-11-24 19:10:36,Resolved,Low,Login,Chat,72,C13716,A030,CÓ-CÓR
T00242,2025-07-17 05:59:00,2025-07-17 13:14:40,Resolved,Medium,Returns,Email,48,C12837,A012,AM-GBA
T00243,2024-04-07 10:30:00,2024-04-07 16:54:49,Resolved,Medium,Delivery,Phone,48,C11635,A049,LA-MON
T00244,2024-01-09 16:35:00,,Open,Low,Login,Phone,72,C14635,A053,SA-SAN
T00245,2025-03-12 22:27:00,2025-03-13 10:03:43,Resolved,Medium,Tech Issue,Email,48,C12740,A060,AM-GBA
T00246,2025-04-17 02:32:00,,Open,Medium,Payments,Email,48,C10604,A058,AM-CAB
T00247,2024-10-25 20:42:00,2024-10-26 08:06:39,Resolved,Urgent,Tech Issue,Chat,8,C10450,A045,LA-ASU
T00248,2024-05-26 07:34:00,2024-05-27 01:20:05,Resolved,Medium,Account,Email,48,C13400,A049,LA-MON
T00249,2024-02-14 13:57:00,2024-02-15 02:30:23,Resolved,High,Account,Chat,24,C13869,A016,LA-ASU
T00250,2024-01-04 08:20:00,2024-01-05 03:01:42,Resolved,Medium,Payments,Phone,48,C14287,A037,AM-GBA
T00251,2024-02-10 15:43:00,2024-02-11 00:10:56,Resolved,High,Delivery,Email,24,C12218,A003,CÓ-VIL
T00252,2024-02-20 16:48:00,2024-02-21 03:35:02,Resolved,Medium,Tech Issue,Email,48,C14974,A037,AM-GBA
T00253,2024-01-27 06:55:00,2024-01-27 21:29:21,Resolved,Medium,Login,Chat,48,C14077,A033,CÓ-RÍO
T00254,2025-09-03 13:54:00,2025-09-03 23:31:50,Resolved,Medium,Payments,Phone,48,C14984,A036,SA-RAF
T00255,2024-07-25 11:54:00,2024-07-26 03:27:15,Resolved,Low,Login,Phone,72,C13059,A021,LA-LIM
T00256,2024-04-29 05:59:00,2024-04-29 15:05:55,Resolved,Medium,Tech Issue,Chat,48,C12117,A044,ME-SAN
T00257,2024-06-18 08:20:00,,Open,Low,Payments,Email,72,C14383,A024,SA-ROS
T00258,2025-08-25 14:34:00,2025-08-26 05:46:46,Resolved,Medium,Delivery,Email,48,C14418,A036,SA-RAF
T00259,2025-02-15 16:22:00,,Open,Medium,Login,Phone,48,C11961,A028,SA-SAN
T00260,2025-01-21 16:39:00,2025-01-22 15:57:17,Resolved,Medium,Delivery,Chat,48,C14195,A028,SA-SAN
T00261,2024-07-30 11:23:00,,Open,Low,Account,Chat,72,C10090,A045,LA-ASU
T00262,2024-02-19 21:30:00,2024-02-20 06:51:23,Resolved,Urgent,Returns,Chat,8,C12786,A052,SA-ROS
T00263,2025-01-24 16:53:00,2025-01-26 15:56:51,Resolved,Medium,Returns,Chat,48,C12696,A026,SA-ROS
T00264,2024-11-16 05:01:00,2024-11-16 11:57:41,Resolved,High,Payments,Phone,24,C10514,A033,CÓ-RÍO
T00265,2024-12-05 08:44:00,2024-12-05 23:45:44,Resolved,Low,Payments,Email,72,C14296,A034,TU-SAN
T00266,2024-12-27 16:14:00,2024-12-28 07:28:49,Resolved,Medium,Login,App,48,C11011,A037,AM-GBA
T00267,2025-02-08 10:41:00,2025-02-08 20:07:55,Resolved,Low,Payments,App,72,C14497,A058,AM-CAB
T00268,2025-01-31 04:41:00,2025-02-01 01:07:02,Resolved,Low,Delivery,Phone,72,C11982,A044,ME-SAN
T00269,2024-05-14 03:33:00,2024-05-16 02:47:15,Resolved,Low,Payments,Phone,72,C12005,A018,TU-YER
T00270,2024-12-08 20:07:00,2024-12-09 13:37:47,Resolved,Medium,Returns,Email,48,C13515,A020,SA-RAF
T00271,2024-03-27 15:53:00,2024-03-28 08:53:26,Resolved,Medium,Returns,Chat,48,C13188,A014,LA-MON
T00272,2025-02-02 22:19:00,2025-02-04 04:35:14,Resolved,High,Login,Phone,24,C13862,A024,SA-ROS
T00273,2025-02-09 10:17:00,2025-02-10 00:07:39,Resolved,High,Delivery,Email,24,C10918,A003,CÓ-VIL
T00274,2025-01-25 10:09:00,2025-01-25 22:25:09,Resolved,Low,Delivery,Chat,72,C10190,A009,ME-MEN
T00275,2025-08-07 15:12:00,2025-08-07 22:07:39,Resolved,High,Delivery,Chat,24,C11529,A053,SA-SAN
T00276,2024-07-25 09:33:00,2024-07-25 18:55:46,Resolved,High,Tech Issue,Email,24,C10284,A023,AM-GBA
T00277,2024-10-18 03:39:00,2024-10-18 23:57:27,Resolved,Low,Payments,Email,72,C14969,A028,SA-SAN
T00278,2025-08-01 21:13:00,,Open,Medium,Payments,Email,48,C13857,A011,SA-RAF
T00279,2025-03-31 16:10:00,2025-04-01 01:42:00,Resolved,Low,Delivery,Phone,72,C14172,A042,ME-MEN
T00280,2024-04-04 14:39:00,2024-04-04 22:56:17,Resolved,Medium,Account,Email,48,C10643,A017,LA-SAN
T00281,2024-09-09 04:20:00,2024-09-09 10:47:11,Resolved,Medium,Login,Phone,48,C12146,A027,LA-MON
T00282,2024-09-16 16:45:00,2024-09-17 15:35:01,Resolved,Medium,Payments,Email,48,C12085,A050,ME-MEN
T00283,2024-02-26 20:03:00,2024-02-27 10:11:54,Resolved,Low,Delivery,Phone,72,C12402,A039,TU-YER
T00284,2024-04-09 08:16:00,2024-04-09 11:13:21,Resolved,High,Payments,Email,24,C12860,A037,AM-GBA
T00285,2024-04-06 13:32:00,2024-04-07 05:48:15,Resolved,Medium,Delivery,Chat,48,C11258,A022,LA-MON
T00286,2024-09-20 01:24:00,2024-09-20 22:49:03,Resolved,Medium,Payments,Phone,48,C11140,A033,CÓ-RÍO
T00287,2024-06-18 08:26:00,2024-06-18 22:37:05,Resolved,High,Login,Chat,24,C12320,A031,LA-MON
T00288,2024-06-08 23:34:00,2024-06-09 21:15:14,Resolved,Low,Delivery,Email,72,C10944,A046,SA-RAF
T00289,2024-06-18 21:11:00,2024-06-19 01:25:32,Resolved,Medium,Returns,Chat,48,C13240,A033,CÓ-RÍO
T00290,2025-05-11 02:28:00,2025-05-11 17:57:04,Resolved,Low,Account,Email,72,C14557,A060,AM-GBA
T00291,2024-05-30 09:54:00,2024-05-30 23:23:13,Resolved,Low,Login,Phone,72,C14738,A023,AM-GBA
T00292,2025-08-18 07:54:00,2025-08-18 23:45:37,Resolved,Low,Delivery,Chat,72,C14007,A040,AM-CAB
T00293,2024-06-09 10:50:00,2024-06-10 08:07:27,Resolved,Low,Returns,Chat,72,C14919,A045,LA-ASU
T00294,2025-08-20 13:07:00,2025-08-22 10:36:09,Resolved,Low,Tech Issue,Phone,72,C13555,A009,ME-MEN
T00295,2025-02-01 16:42:00,2025-02-02 19:16:31,Resolved,Medium,Payments,Phone,48,C14308,A050,ME-MEN
T00296,2025-03-07 07:29:00,2025-03-08 06:39:44,Resolved,Medium,Delivery,App,48,C13118,A040,AM-CAB
T00297,2025-06-07 11:55:00,2025-06-08 11:45:04,Resolved,Low,Payments,Chat,72,C13824,A041,ME-SAN
T00298,2024-04-23 02:44:00,2024-04-24 01:06:45,Resolved,Low,Account,App,72,C13837,A043,ME-MEN
T00299,2025-01-08 21:35:00,2025-01-10 02:44:16,Resolved,Medium,Other,Chat,48,C12534,A003,CÓ-VIL
T00300,2025-06-13 23:42:00,2025-06-16 04:04:51,Resolved,Low,Delivery,Chat,72,C10382,A021,LA-LIM
T00301,2024-12-11 07:16:00,2024-12-12 00:33:32,Resolved,Low,Tech Issue,Phone,72,C12502,A044,ME-SAN
T00302,2025-05-21 07:29:00,2025-05-22 01:25:15,Resolved,Medium,Delivery,Phone,48,C12931,A029,LA-ASU
T00303,2025-03-03 03:56:00,2025-03-04 04:45:10,Resolved,Medium,Payments,Chat,48,C11767,A002,CÓ-VIL
T00304,2024-05-24 01:39:00,2024-05-24 13:29:09,Resolved,High,Delivery,Chat,24,C12179,A044,ME-SAN
T00305,2024-03-20 12:27:00,2024-03-20 19:02:34,Resolved,High,Account,Email,24,C12861,A015,AM-GBA
T00306,2024-10-30 05:45:00,,Open,Low,Payments,Chat,72,C10264,A017,LA-SAN
T00307,2024-11-24 00:00:00,2024-11-24 13:01:55,Resolved,Low,Account,Email,72,C13413,A059,SA-SAN
T00308,2025-03-18 11:02:00,2025-03-18 17:54:10,Resolved,High,Payments,Phone,24,C10569,A002,CÓ-VIL
T00309,2024-03-14 05:20:00,2024-03-14 14:17:15,Resolved,Medium,Login,Email,48,C14356,A019,ME-SAN
T00310,2025-03-20 19:45:00,2025-03-21 05:32:45,Resolved,Medium,Account,Chat,48,C14132,A045,LA-ASU
T00311,2024-03-20 22:00:00,,Open,High,Payments,Phone,24,C14639,A052,SA-ROS
T00312,2025-06-13 21:00:00,2025-06-14 15:21:11,Resolved,High,Account,Email,24,C10517,A029,LA-ASU
T00313,2024-04-04 04:07:00,2024-04-04 17:22:14,Resolved,Low,Payments,Phone,72,C11594,A002,CÓ-VIL
T00314,2025-07-05 12:14:00,2025-07-05 23:29:30,Resolved,High,Delivery,Email,24,C11834,A025,CÓ-RÍO
T00315,2025-03-08 04:18:00,2025-03-08 13:12:28,Resolved,Medium,Payments,Phone,48,C10567,A044,ME-SAN
T00316,2025-02-23 10:26:00,2025-02-24 06:19:29,Resolved,Medium,Delivery,Email,48,C14128,A032,AM-CAB
T00317,2024-05-24 14:15:00,2024-05-24 17:51:51,Resolved,Urgent,Other,Email,8,C10612,A047,AM-GBA
T00318,2024-11-16 10:11:00,2024-11-16 17:21:16,Resolved,Medium,Tech Issue,Chat,48,C10819,A026,SA-ROS
T00319,2025-01-02 22:04:00,2025-01-03 15:21:58,Resolved,Medium,Delivery,Chat,48,C11438,A053,SA-SAN
T00320,2025-09-03 02:57:00,2025-09-03 08:51:28,Resolved,Urgent,Payments,Chat,8,C11959,A038,CÓ-VIL
T00321,2024-07-22 15:29:00,2024-07-23 18:57:47,Resolved,Low,Delivery,Phone,72,C12712,A053,SA-SAN
T00322,2024-03-05 07:47:00,,Open,Medium,Delivery,Email,48,C12097,A039,TU-YER
T00323,2025-07-19 12:49:00,2025-07-20 12:03:39,Resolved,Low,Delivery,Chat,72,C14220,A013,LA-ASU
T00324,2025-02-17 15:14:00,2025-02-18 07:32:46,Resolved,Low,Payments,Email,72,C11716,A044,ME-SAN
T00325,2025-05-12 23:31:00,2025-05-13 06:15:44,Resolved,High,Account,Phone,24,C13665,A028,SA-SAN
T00326,2025-08-24 11:32:00,2025-08-24 22:19:53,Resolved,Medium,Delivery,Email,48,C13968,A010,ME-SAN
T00327,2024-06-21 11:10:00,2024-06-23 17:53:01,Resolved,High,Returns,Phone,24,C14637,A049,LA-MON
T00328,2025-05-03 05:12:00,,Open,Low,Payments,Email,72,C13430,A030,CÓ-CÓR
T00329,2025-07-18 13:19:00,2025-07-18 18:47:05,Resolved,Low,Other,Email,72,C10821,A022,LA-MON
T00330,2025-08-30 17:28:00,2025-08-31 08:53:49,Resolved,Medium,Tech Issue,Chat,48,C13049,A038,CÓ-VIL
T00331,2025-06-13 18:23:00,2025-06-13 20:36:16,Resolved,High,Login,Email,24,C14034,A049,LA-MON
T00332,2024-07-31 05:34:00,2024-07-31 11:21:30,Resolved,Medium,Delivery,Email,48,C10824,A043,ME-MEN
T00333,2024-04-08 17:58:00,2024-04-09 05:03:07,Resolved,Low,Login,Email,72,C11339,A034,TU-SAN
T00334,2025-09-03 23:30:00,2025-09-04 22:27:30,Resolved,High,Tech Issue,Chat,24,C10418,A019,ME-SAN
T00335,2025-06-17 11:26:00,2025-06-18 01:06:32,Resolved,Low,Login,Email,72,C11727,A043,ME-MEN
T00336,2024-12-04 07:45:00,2024-12-04 12:51:47,Resolved,Urgent,Returns,Email,8,C10848,A060,AM-GBA
T00337,2024-06-08 02:52:00,2024-06-08 10:40:54,Resolved,High,Payments,Email,24,C14289,A033,CÓ-RÍO
T00338,2024-06-13 22:57:00,2024-06-14 07:41:28,Resolved,High,Delivery,Chat,24,C11253,A034,TU-SAN
T00339,2024-12-06 13:55:00,2024-12-06 23:28:46,Resolved,High,Delivery,Chat,24,C10834,A016,LA-ASU
T00340,2024-10-05 06:20:00,2024-10-07 01:09:25,Resolved,Low,Delivery,Email,72,C10669,A028,SA-SAN
T00341,2025-03-21 11:14:00,2025-03-21 23:18:39,Resolved,Medium,Delivery,Phone,48,C14204,A002,CÓ-VIL
T00342,2025-05-19 19:57:00,2025-05-20 15:26:24,Resolved,Low,Tech Issue,Email,72,C11586,A048,CÓ-CÓR
T00343,2024-10-11 15:05:00,2024-10-12 04:47:20,Resolved,Medium,Payments,Email,48,C12921,A032,AM-CAB
T00344,2024-07-06 00:44:00,2024-07-06 07:19:12,Resolved,High,Account,Email,24,C13556,A035,LA-ASU
T00345,2024-06-17 11:18:00,,Open,Medium,Delivery,Phone,48,C13632,A035,LA-ASU
T00346,2024-04-03 09:01:00,2024-04-04 03:38:23,Resolved,Medium,Returns,Email,48,C12513,A003,CÓ-VIL
T00347,2025-05-16 03:06:00,2025-05-16 13:06:55,Resolved,Low,Delivery,Email,72,C11356,A039,TU-YER
T00348,2024-05-26 08:09:00,2024-05-27 15:43:41,Resolved,Low,Delivery,Chat,72,C13465,A048,CÓ-CÓR
T00349,2024-07-15 21:27:00,2024-07-16 21:40:24,Resolved,Low,Tech Issue,Email,72,C13662,A018,TU-YER
T00350,2024-07-09 03:12:00,2024-07-10 11:34:55,Resolved,Low,Payments,Phone,72,C10829,A056,AM-GBA
T00351,2024-09-21 06:09:00,2024-09-21 17:28:36,Resolved,Medium,Payments,Email,48,C14355,A027,LA-MON
T00352,2024-03-02 12:44:00,2024-03-04 09:33:03,Resolved,Low,Delivery,Phone,72,C11793,A015,AM-GBA
T00353,2025-09-18 18:13:00,2025-09-19 04:09:47,Resolved,Medium,Tech Issue,Chat,48,C10534,A011,SA-RAF
T00354,2025-09-17 22:12:00,2025-09-19 03:43:50,Resolved,Low,Returns,Email,72,C12796,A034,TU-SAN
T00355,2024-02-27 12:55:00,2024-02-28 05:15:04,Resolved,Medium,Payments,Chat,48,C14294,A057,LA-MON
T00356,2024-10-07 00:21:00,2024-10-07 14:13:55,Resolved,Urgent,Returns,Chat,8,C11953,A003,CÓ-VIL
T00357,2025-07-09 04:36:00,2025-07-10 11:05:09,Resolved,Low,Payments,Chat,72,C12485,A039,TU-YER
T00358,2024-03-19 04:37:00,2024-03-19 20:03:51,Resolved,Low,Payments,Email,72,C12518,A055,ME-GOD
T00359,2025-07-28 11:58:00,2025-07-28 23:49:30,Resolved,Low,Payments,Email,72,C14553,A025,CÓ-RÍO
T00360,2025-07-21 18:47:00,2025-07-22 03:19:29,Resolved,Urgent,Tech Issue,Email,8,C11364,A034,TU-SAN
T00361,2024-01-14 17:03:00,,Open,Low,Payments,Chat,72,C14675,A012,AM-GBA
T00362,2024-06-29 18:00:00,2024-06-30 03:01:34,Resolved,High,Tech Issue,Chat,24,C11216,A041,ME-SAN
T00363,2025-03-12 23:34:00,2025-03-13 16:47:34,Resolved,Medium,Delivery,App,48,C13226,A046,SA-RAF
T00364,2024-01-25 23:53:00,2024-01-26 07:29:07,Resolved,Medium,Delivery,App,48,C13289,A011,SA-RAF
T00365,2024-04-13 15:45:00,2024-04-13 23:21:48,Resolved,Low,Returns,Email,72,C11945,A022,LA-MON
T00366,2024-06-01 23:57:00,2024-06-02 18:32:57,Resolved,Medium,Account,Chat,48,C13444,A043,ME-MEN
T00367,2024-03-09 09:52:00,2024-03-09 17:39:09,Resolved,Medium,Login,App,48,C11785,A055,ME-GOD
T00368,2024-09-06 11:50:00,2024-09-06 23:21:32,Resolved,Medium,Login,Email,48,C11539,A021,LA-LIM
T00369,2024-08-16 07:04:00,,Open,Low,Returns,Phone,72,C10925,A028,SA-SAN
T00370,2025-05-26 20:59:00,2025-05-27 18:00:20,Resolved,Low,Account,Chat,72,C14964,A037,AM-GBA
T00371,2025-07-17 23:26:00,2025-07-18 09:54:16,Resolved,Low,Login,Email,72,C10649,A018,TU-YER
T00372,2024-05-27 17:27:00,2024-05-28 01:15:18,Resolved,Medium,Payments,Email,48,C11489,A014,LA-MON
T00373,2024-03-06 16:33:00,2024-03-07 04:48:36,Resolved,High,Payments,Phone,24,C11058,A006,AM-CAB
T00374,2025-03-18 13:49:00,2025-03-18 23:18:59,Resolved,Medium,Other,Email,48,C10077,A008,TU-YER
T00375,2025-08-09 18:26:00,2025-08-10 18:43:38,Resolved,Low,Payments,Chat,72,C10238,A001,SA-ROS
T00376,2024-08-04 05:55:00,2024-08-04 12:07:45,Resolved,High,Login,Chat,24,C10774,A052,SA-ROS
T00377,2024-04-25 02:30:00,2024-04-26 04:08:42,Resolved,Low,Delivery,Chat,72,C12764,A050,ME-MEN
T00378,2024-09-29 04:11:00,2024-09-30 03:39:52,Resolved,Low,Tech Issue,Chat,72,C13530,A012,AM-GBA
T00379,2024-02-19 12:36:00,2024-02-20 03:55:50,Resolved,Low,Account,Chat,72,C11162,A041,ME-SAN
T00380,2024-04-20 20:17:00,2024-04-21 09:44:42,Resolved,High,Payments,Email,24,C10328,A053,SA-SAN
T00381,2025-05-30 06:51:00,2025-05-30 19:45:45,Resolved,Low,Other,Email,72,C11621,A039,TU-YER
T00382,2024-11-16 03:57:00,2024-11-16 14:10:01,Resolved,High,Payments,Phone,24,C14270,A046,SA-RAF
T00383,2024-02-20 08:29:00,2024-02-21 04:12:24,Resolved,Low,Payments,Email,72,C12045,A035,LA-ASU
T00384,2024-07-03 22:30:00,2024-07-04 06:30:54,Resolved,Low,Account,Email,72,C11522,A027,LA-MON
T00385,2024-04-21 02:52:00,2024-04-23 00:27:48,Resolved,Medium,Account,Email,48,C11747,A007,AM-GBA
T00386,2025-03-16 18:44:00,2025-03-17 08:24:33,Resolved,Medium,Account,Chat,48,C12087,A030,CÓ-CÓR
T00387,2024-04-10 13:43:00,2024-04-11 05:13:24,Resolved,Medium,Delivery,App,48,C14465,A020,SA-RAF
T00388,2024-01-22 19:38:00,2024-01-23 00:01:58,Resolved,Medium,Tech Issue,App,48,C13051,A044,ME-SAN
T00389,2024-09-03 10:14:00,,Open,High,Delivery,Phone,24,C13972,A019,ME-SAN
T00390,2025-06-01 13:46:00,2025-06-02 19:43:15,Resolved,Low,Account,App,72,C10068,A053,SA-SAN
T00391,2024-04-23 04:51:00,2024-04-24 03:58:12,Resolved,Low,Payments,Phone,72,C13837,A017,LA-SAN
T00392,2024-12-10 00:17:00,2024-12-10 14:45:55,Resolved,Low,Delivery,Email,72,C14299,A037,AM-GBA
T00393,2025-05-28 14:28:00,2025-05-29 09:56:39,Resolved,High,Delivery,Chat,24,C14066,A044,ME-SAN
T00394,2024-11-28 17:16:00,2024-11-28 22:07:41,Resolved,High,Other,Email,24,C14407,A001,SA-ROS
T00395,2025-01-11 18:49:00,2025-01-12 10:46:37,Resolved,Medium,Delivery,Phone,48,C11309,A032,AM-CAB
T00396,2024-08-01 18:54:00,2024-08-02 08:31:45,Resolved,Medium,Tech Issue,Chat,48,C14749,A014,LA-MON
T00397,2024-04-03 05:00:00,2024-04-04 01:03:14,Resolved,Medium,Payments,Email,48,C14481,A010,ME-SAN
T00398,2024-06-23 19:25:00,,Open,Medium,Account,Chat,48,C12126,A047,AM-GBA
T00399,2024-05-23 05:24:00,2024-05-23 13:18:20,Resolved,Medium,Other,Phone,48,C12207,A015,AM-GBA
T00400,2024-06-07 16:03:00,2024-06-09 13:48:05,Resolved,Low,Delivery,Chat,72,C12436,A050,ME-MEN
T00401,2024-07-08 19:37:00,2024-07-09 03:57:51,Resolved,Urgent,Payments,Email,8,C14464,A001,SA-ROS
T00402,2024-12-19 18:59:00,2024-12-20 06:22:00,Resolved,Low,Payments,Chat,72,C13532,A040,AM-CAB
T00403,2024-06-08 06:30:00,2024-06-09 01:16:42,Resolved,Low,Login,App,72,C13447,A007,AM-GBA
T00404,2025-04-12 23:15:00,2025-04-13 15:20:16,Resolved,Low,Payments,Email,72,C11234,A034,TU-SAN
T00405,2025-08-28 22:26:00,2025-08-29 07:00:17,Resolved,Medium,Tech Issue,Chat,48,C11990,A040,AM-CAB
T00406,2025-06-26 03:18:00,2025-06-27 05:16:32,Resolved,Medium,Login,App,48,C10285,A013,LA-ASU
T00407,2025-04-12 12:07:00,2025-04-12 21:05:11,Resolved,Low,Login,Email,72,C10371,A011,SA-RAF
T00408,2024-01-28 07:46:00,2024-01-28 13:16:39,Resolved,Medium,Tech Issue,Phone,48,C11181,A016,LA-ASU
T00409,2024-05-20 22:40:00,2024-05-21 11:46:07,Resolved,Medium,Tech Issue,Email,48,C13113,A027,LA-MON
T00410,2024-02-19 07:43:00,2024-02-19 12:23:59,Resolved,Urgent,Delivery,Chat,8,C11067,A034,TU-SAN
T00411,2025-02-06 18:59:00,2025-02-08 06:48:53,Resolved,Medium,Account,Email,48,C10955,A010,ME-SAN
T00412,2025-05-15 06:53:00,2025-05-16 03:45:50,Resolved,Medium,Tech Issue,Email,48,C14329,A040,AM-CAB
T00413,2025-09-23 18:57:00,2025-09-24 05:45:10,Resolved,Medium,Returns,Chat,48,C11586,A018,TU-YER
T00414,2025-05-27 17:30:00,2025-05-28 03:56:16,Resolved,Low,Other,Email,72,C10224,A004,ME-SAN
T00415,2025-01-22 00:05:00,2025-01-23 08:55:05,Resolved,Medium,Returns,Phone,48,C12550,A058,AM-CAB
T00416,2025-08-31 22:52:00,2025-09-02 00:04:44,Resolved,Medium,Payments,Email,48,C10032,A056,AM-GBA
T00417,2025-06-02 04:47:00,2025-06-02 14:32:19,Resolved,Low,Account,Chat,72,C12636,A040,AM-CAB
T00418,2024-12-14 09:23:00,2024-12-14 20:22:11,Resolved,Low,Returns,Chat,72,C12207,A034,TU-SAN
T00419,2024-11-24 04:47:00,2024-11-25 01:29:23,Resolved,Low,Payments,Email,72,C11466,A025,CÓ-RÍO
T00420,2024-01-20 05:41:00,,Open,High,Account,Phone,24,C13511,A060,AM-GBA
T00421,2024-02-10 15:54:00,2024-02-11 08:48:29,Resolved,Medium,Delivery,Chat,48,C10964,A054,LA-MON
T00422,2024-06-16 18:39:00,2024-06-17 11:54:47,Resolved,Low,Delivery,Chat,72,C13591,A035,LA-ASU
T00423,2024-02-21 07:07:00,2024-02-22 12:56:10,Resolved,Medium,Payments,Phone,48,C12120,A055,ME-GOD
T00424,2025-04-14 00:39:00,2025-04-14 17:10:02,Resolved,High,Login,Email,24,C13238,A038,CÓ-VIL
T00425,2025-01-23 18:16:00,2025-01-23 22:48:10,Resolved,High,Account,Chat,24,C11894,A028,SA-SAN
T00426,2025-04-24 04:19:00,2025-04-24 08:12:59,Resolved,Medium,Account,Chat,48,C11614,A053,SA-SAN
T00427,2025-02-18 18:50:00,2025-02-19 06:12:02,Resolved,Low,Tech Issue,Phone,72,C14825,A054,LA-MON
T00428,2024-01-07 20:50:00,2024-01-08 02:35:12,Resolved,High,Login,Chat,24,C13355,A043,ME-MEN
T00429,2024-09-22 09:57:00,2024-09-22 23:48:28,Resolved,Low,Payments,Phone,72,C12036,A042,ME-MEN
T00430,2025-06-02 00:44:00,2025-06-02 10:46:17,Resolved,High,Payments,Phone,24,C10634,A021,LA-LIM
T00431,2025-09-28 08:49:00,2025-09-29 01:42:49,Resolved,Medium,Delivery,App,48,C14124,A003,CÓ-VIL
T00432,2024-12-11 02:46:00,2024-12-11 08:37:21,Resolved,Medium,Returns,Chat,48,C10238,A002,CÓ-VIL
T00433,2025-04-13 00:16:00,2025-04-14 03:27:23,Resolved,Medium,Payments,Chat,48,C14756,A039,TU-YER
T00434,2024-06-23 16:54:00,2024-06-24 04:55:25,Resolved,Medium,Login,Chat,48,C12561,A003,CÓ-VIL
T00435,2024-06-28 10:15:00,,Open,High,Payments,Phone,24,C13157,A001,SA-ROS
T00436,2025-02-25 11:25:00,2025-02-26 23:44:18,Resolved,Medium,Delivery,Phone,48,C13766,A023,AM-GBA
T00437,2025-02-01 21:46:00,,Open,Medium,Account,Chat,48,C11701,A060,AM-GBA
T00438,2024-04-06 20:13:00,2024-04-06 23:35:49,Resolved,Urgent,Login,Email,8,C12728,A050,ME-MEN
T00439,2024-05-03 05:39:00,2024-05-04 23:59:56,Resolved,Medium,Payments,Chat,48,C14337,A011,SA-RAF
T00440,2025-06-20 20:26:00,,Open,Low,Returns,Email,72,C13692,A027,LA-MON
T00441,2025-08-05 01:47:00,2025-08-05 15:31:36,Resolved,Medium,Payments,Email,48,C13906,A015,AM-GBA
T00442,2024-11-25 09:06:00,2024-11-25 18:17:12,Resolved,High,Returns,Chat,24,C13165,A019,ME-SAN
T00443,2024-06-06 19:06:00,2024-06-07 08:54:17,Resolved,Medium,Delivery,Email,48,C10746,A048,CÓ-CÓR
T00444,2024-11-28 00:25:00,2024-11-28 07:36:20,Resolved,High,Tech Issue,Chat,24,C14811,A027,LA-MON
T00445,2025-06-10 09:37:00,2025-06-10 13:19:37,Resolved,High,Delivery,Phone,24,C13766,A042,ME-MEN
T00446,2024-09-17 23:07:00,2024-09-18 14:53:37,Resolved,Medium,Payments,Chat,48,C14628,A052,SA-ROS
T00447,2024-02-27 03:10:00,,Open,Low,Other,Email,72,C14730,A036,SA-RAF
T00448,2024-06-10 12:00:00,2024-06-10 23:02:16,Resolved,Medium,Login,Phone,48,C10251,A029,LA-ASU
T00449,2024-07-20 19:32:00,2024-07-20 22:55:26,Resolved,High,Tech Issue,Email,24,C11309,A027,LA-MON
T00450,2024-12-18 08:10:00,2024-12-19 12:08:08,Resolved,High,Payments,Chat,24,C12022,A037,AM-GBA
T00451,2025-03-16 16:57:00,2025-03-17 00:45:40,Resolved,High,Delivery,Email,24,C14262,A028,SA-SAN
T00452,2024-11-27 03:52:00,2024-11-27 10:35:30,Resolved,High,Login,Email,24,C11139,A053,SA-SAN
T00453,2025-09-19 21:14:00,2025-09-20 03:39:59,Resolved,Low,Tech Issue,Phone,72,C14365,A026,SA-ROS
T00454,2024-02-20 03:08:00,2024-02-20 09:26:54,Resolved,Low,Account,Phone,72,C14717,A045,LA-ASU
T00455,2025-05-08 12:53:00,2025-05-10 04:39:40,Resolved,Low,Delivery,Email,72,C13890,A046,SA-RAF
T00456,2024-10-24 16:08:00,2024-10-25 14:29:47,Resolved,Medium,Login,Chat,48,C10502,A018,TU-YER
